#{"t_start": 1734959629.2051036, "env_id": "GraspEnv_v3"}
r,l,t
-1.029301,4,110.210933
-2.958576,6,110.223929
0.414097,2,111.310804
-8.849569,13,111.33584
-1.019611,4,111.343792
-11.060322,14,111.368797
-10.647081,14,111.395872
-8.567547,14,111.420976
-8.979367,14,111.445976
-4.389593,9,111.464972
-7.859821,14,111.490013
-2.409203,8,111.504145
-2.234175,5,112.594925
-11.437329,14,112.620029
-10.680272,14,112.645029
-12.798629,14,112.670064
-10.385502,14,112.695073
-0.185393,3,112.701073
-10.70767,14,112.726195
0.960793,1,112.729212
-8.309098,14,112.755207
-12.148572,14,112.781198
0.045383,2,113.929617
-13.341491,14,113.955665
-2.632299,7,113.968626
-3.53067,8,113.983628
-1.007883,5,113.992698
-7.783406,12,114.014885
-12.931516,14,114.039841
-10.265682,14,114.065847
-11.760463,14,114.090875
-12.394865,14,114.116003
-1.095116,4,115.240534
-0.390163,3,115.246524
-10.947167,14,115.271558
-2.395797,6,115.283558
-0.003252,3,115.289562
0.07418,3,115.295624
0.868655,1,115.298646
-4.886812,8,115.312772
-0.013261,2,115.317816
-11.038925,14,115.343779
-8.089783,14,116.462316
0.614877,2,116.467325
-10.174628,14,116.492322
-7.646572,12,116.512923
-0.082243,3,116.519922
-9.706553,14,116.547932
-10.900746,14,116.573925
-5.001256,7,116.587922
-0.855397,3,116.593966
-7.275735,14,116.62009
0.858972,1,117.72403
-10.679196,14,117.749027
-1.338792,4,117.75703
-9.581922,14,117.783036
-3.985794,9,117.799076
-4.109585,12,117.820651
-12.835522,14,117.845642
0.256913,2,117.849644
-3.069962,5,117.859642
0.224595,3,117.866654
-11.318442,14,118.995023
-1.996262,6,119.007068
-9.413861,14,119.03125
0.631532,2,119.036229
-7.708437,14,119.061225
-8.722092,14,119.08722
-11.731307,14,119.112275
-0.300142,3,119.119469
-9.660835,14,119.14443
0.904186,1,119.14747
-8.781696,14,120.267884
-9.587854,14,120.292893
-11.210919,14,120.31812
-1.340189,6,120.329137
-0.135527,2,120.334112
-12.5459,14,120.359119
0.09627,3,120.365119
0.498581,2,120.370115
-6.679338,14,120.396117
-10.42107,14,120.424267
-2.041973,6,121.551485
-1.484431,5,121.560485
-9.939491,14,121.586483
0.900305,1,121.588497
-1.209517,4,121.596482
-13.155786,14,121.621669
-12.424967,14,121.646673
0.940131,1,121.649676
0.887537,1,121.652693
0.20104,2,121.657669
-12.878997,14,122.801558
-0.512226,4,122.809605
-0.536428,3,122.815592
-3.373679,8,122.830735
-10.840497,14,122.858687
-9.223159,14,122.883689
-13.23281,14,122.912724
-1.048965,5,122.92182
-11.488082,14,122.947815
-7.08038,14,122.973826
-2.17071,7,124.094683
-7.442593,14,124.120716
-11.325557,14,124.146302
-2.683542,9,124.1623
-9.25268,14,124.188308
0.819655,1,124.190306
-11.170597,14,124.215338
-13.812533,14,124.239929
-4.7549,11,124.259931
-8.627218,14,124.285933
-7.59407,14,125.421954
-8.526136,14,125.447584
-0.852092,4,125.455586
-5.547783,13,125.4796
-9.505598,14,125.508581
-0.45165,4,125.516637
0.070854,2,125.521637
0.98448,1,125.524625
-11.612403,14,125.549262
-12.370946,14,125.57426
0.90999,1,126.68734
0.593428,2,126.692335
-5.848586,13,126.716476
0.845801,1,126.719458
-0.591223,5,126.729321
-12.93711,14,126.755361
-3.311495,12,126.777323
-13.694069,14,126.803328
-12.30622,14,126.83128
0.090019,3,126.837278
-0.831529,4,128.003885
-4.2872,9,128.021082
-2.12129,7,128.034867
-6.554054,12,128.05785
0.226978,3,128.063852
0.055807,2,128.068851
-9.69128,12,128.093869
-0.159416,4,128.101849
-12.697035,14,128.126929
0.119171,3,128.133788
0.904318,1,129.261711
-10.36923,14,129.287714
-11.86423,14,129.314694
-4.704882,8,129.328759
-11.973665,14,129.355879
-8.919482,14,129.380886
-0.007637,2,129.38488
-13.849892,14,129.411904
0.823047,1,129.414879
-4.235814,8,129.429957
-7.615357,14,130.599379
-3.713976,7,130.612395
-0.862165,3,130.619443
-0.14316,2,130.62348
-4.356022,9,130.640629
-9.385331,14,130.665584
-9.603819,14,130.690596
-7.682608,14,130.715593
0.837701,1,130.718591
-3.244525,7,130.732641
-4.421808,8,131.852729
-8.108066,14,131.879708
-13.909979,14,131.910715
-3.711133,9,131.927805
-10.279916,14,131.952914
-11.541331,14,131.978922
-10.198648,14,132.004921
-0.797089,5,132.013921
-3.149706,8,132.027995
0.388996,2,132.033045
-2.840624,9,133.172499
-0.836091,3,133.179468
-0.344427,3,133.185492
0.960478,1,133.188485
-3.954413,9,133.205496
-11.97902,14,133.230636
-11.005163,14,133.25651
-12.376566,14,133.282513
-0.784167,5,133.29251
-11.746929,14,133.320527
-9.345263,14,134.451859
-12.018465,14,134.477834
0.848079,1,134.480841
-0.443846,4,134.488836
-12.940285,14,134.516852
-12.116105,14,134.54687
-0.581007,4,134.554875
-10.178454,14,134.583873
-12.512633,14,134.613877
-2.087895,6,134.626016
-10.877082,14,135.903958
-10.179235,14,135.936002
-11.28962,14,135.967641
-11.958558,14,135.99764
-0.164179,3,136.006778
-1.285796,4,136.017646
0.041407,2,136.025661
0.411382,2,136.031739
0.252301,2,136.036731
-13.840556,14,136.068876
-3.067404,9,137.342985
-11.334311,14,137.37015
-13.019654,14,137.396144
-12.135518,14,137.424133
-8.326224,14,137.450578
-11.432968,14,137.475589
-2.764026,7,137.488611
-8.154604,14,137.513579
-10.029912,14,137.537654
0.837899,1,137.540642
0.019312,3,138.785579
0.884508,1,138.789568
-9.802801,14,138.818586
-1.60475,5,138.830567
0.56012,2,138.835656
0.185353,3,138.842616
-3.140372,8,138.858273
-3.209717,9,138.876259
-10.335819,14,138.904294
0.359283,2,138.909265
0.813177,1,140.084787
-9.479057,14,140.111795
-12.339229,14,140.139901
-6.251096,14,140.1673
0.878272,1,140.170299
-4.097026,9,140.1873
-2.942323,9,140.20531
-0.092957,4,140.214314
-11.107275,14,140.240388
-11.496194,14,140.267039
-9.466455,14,141.496329
-6.4975,14,141.524329
-4.15646,7,141.54041
-0.109784,3,141.549403
-11.716476,14,141.577996
-7.021427,14,141.605996
-12.776755,14,141.635995
-12.550446,14,141.666684
-8.544183,14,141.694712
-7.862757,14,141.727717
0.958701,1,143.042512
-9.286675,14,143.071646
-1.062464,3,143.078646
-12.84267,14,143.108651
0.048929,3,143.117649
-7.042235,11,143.142747
0.900939,1,143.146728
0.648984,2,143.152728
-11.786339,14,143.181454
-4.748704,7,143.196444
-8.759637,14,144.783762
0.318196,2,144.790761
-11.919312,14,144.827838
-12.294072,14,144.864131
-12.158272,14,144.894138
-12.696891,14,144.927102
-8.615213,14,144.95817
-13.633965,14,144.987835
-13.82399,14,145.018049
-12.113001,14,145.048095
0.529809,2,146.39016
-9.854278,14,146.42217
0.917308,1,146.426175
-10.8236,14,146.464474
-2.78578,6,146.484493
-1.448595,4,146.497477
-1.479386,6,146.512508
0.905718,1,146.516489
-10.769925,14,146.548793
-3.313766,9,146.565531
0.953662,1,147.876191
-12.636034,14,147.906199
-7.828604,14,147.934201
-13.601284,14,147.96553
-9.117459,14,147.994511
-12.743813,14,148.022504
-4.642257,10,148.04651
-1.575842,6,148.060575
-0.661293,4,148.069714
-13.817905,14,148.098722
